종목명,개인,외국인,기관계,기관,,,,,,,기타법인
,,,,금융투자,보험,투신,은행,기타금융,연기금등,사모펀드,
한양디지텍,-37,+38,,,,,,,,,
한일사료,+147,-148,,,,,,,,,
한일진공,+44,-44,,,,,,,,,
한중엔시에스,,,,,,,,,,,
한탑,+37,-37,,,,,,,,,
한프,,,,,,,,,,,
한화에스비아이스팩,+204,-83,,,,,,,,,-16
한화플러스제1호스팩,+168,,-171,-163,,,,,,-8,+2
해성옵틱스,+29,-7,,,,,,,,,-22
핸디소프트,-138,-10,,,,,,,,,+148
행남사,,,,,,,,,,,
헬릭스미스,+1457,-1518,+6,-4,,,,,+16,-7,+58
현대바이오,-392,+380,-25,-1,,,,,+1,-24,+5
현진소재,,,,,,,,,,,
형지I&C,-88,+94,,,,,,,,,
홈캐스트,+48,-54,,,,,,,,,+7
휘닉스소재,+352,-378,,,,,,,,,+18
휴럼,,,,,,,,,,,
휴림로봇,-65,+71,,,,,,,,,
휴마시스,+1098,+274,+2271,,,+2747,,-476,,,-3352
휴맥스홀딩스,+6,-6,,,,,,,,,
휴맥스,+38,-55,,,,,,,,,+17
휴먼엔,-765,+814,,,,,,,,,-12
휴벡셀,,,,,,,,,,,
휴온스글로벌,+3,-130,+22,,,,,,,+22,+100
3S,+96,-96,,,,,,,,,
AP시스템,+29,+263,-312,+38,-379,+30,,,+4,-5,+28
AP위성,+372,-350,,,,,,,,,
CJ프레시웨이,-24,+27,+1,+1,,,,,,,+3
CMG제약,-392,+340,+15,-4,,,,,+22,-4,+47
DB금융스팩8호,,,,,,,,,,,
DB금융스팩9호,,,,,,,,,,,
DMS,-132,+109,+24,+20,,,,,,+4,
DSC인베스트먼트,-229,+165,-29,-29,,,,,,,+92
GH신소재,-234,+219,,,,,,,,,+15
GST,-694,+463,+233,,,+137,,,,+95,+2
HB테크놀러지,+564,-620,-67,+26,+50,+56,,,-199,,+120
HRS,-49,+46,,,,,,,,,+3
IBKS제12호스팩,,,,,,,,,,,
IBKS제13호스팩,-5,,+5,+5,,,,,,,
IBKS제14호스팩,,,,,,,,,,,
IBKS제15호스팩,-13,-2,+25,,,,,,,+25,-11
ISC,-844,+83,+760,-20,,+795,,,-15,,+22
JW신약,-175,+186,,,,,,,,,-11
JYP Ent.,+2508,-2283,-252,+3,,-14,,,-95,-147,+17
KBI메탈,-211,+212,,,,,,,,,
KB오토시스,+172,-169,,,,,,,,,+2
KCI,-42,+46,,,,,,,,,-4
KG ETS,-1442,+1252,+175,-60,,-20,,,,+254,+20
KG모빌리언스,-1813,+346,+1555,+117,,+1108,,,,+330,-41
KG이니시스,-327,+65,+268,+53,,+27,,,+4,+184,-1
KH바텍,-1866,+1801,-71,-36,,-21,,,+5,-18,+140
KMH하이텍,+35,-24,,,,,,,,,
KNN,+1,,,,,,,,,,-1
KTH,-116,+235,-19,,,,,,,-19,-97
KT서브마린,-136,+123,+12,+12,,,,,,,
NHN벅스,+12,-12,,,,,,,,,
NHN한국사이버결제,-3358,+292,+3045,+33,+34,+191,,,+2799,-12,+9
NICE평가정보,-531,+997,-466,+7,,-6,,,-61,-405,-1
PI첨단소재,-956,+23,+1017,+539,+61,+157,,+24,+246,-10,-81
PN풍년,+172,-90,-144,-14,,-127,,,,-4,+59
RFHIC,-8230,+6034,+2343,+104,-235,+1149,,,-475,+1800,-133
RF머트리얼즈,+317,+87,-406,,,-224,,,,-182,
S&K폴리텍,+83,-83,,,,,,,,,
SBI인베스트먼트,-1080,+1081,+6,-11,,,,,,+17,+13
SBS콘텐츠허브,-210,+52,+199,,,,,,+199,,-41
SCI평가정보,-96,+96,,,,,,,,,
SDN,+312,-318,+2,+2,,,,,,,
SK5호스팩,,,,,,,,,,,
SG,-145,+175,-31,-31,,,,,,,+1
SFA반도체,-1076,+1128,+53,+72,,,,,-8,-10,-57
SG&G,-41,+41,,,,,,,,,
SK6호스팩,,,,,,,,,,,
SK머티리얼즈,-633,+1566,-1171,-2172,+25,+785,,,+367,-176,+240
SM C&C,+72,-72,,,,,,,,,
SM Life Design,+6895,-5777,-1012,,,-1012,,,,,-133
SV인베스트먼트,-266,+260,,,,,,,,,-1
THE E&M,-832,+337,,,,,,,,,+495
TJ미디어,+4,-4,,,,,,,,,
TPC,+120,+3,-124,,,,,,,-124,
TS트릴리온,+50,-50,,,,,,,,,
WI,+50,-35,+9,,,+9,,,,,-24
YBM넷,+337,-315,,,,,,,,,-9
YW,+26,-26,,,,,,,,,
YTN,+5,-5,,,,,,,,,
iMBC,-11,+11,,,,,,,,,
가비아,-412,+245,+169,+37,,+83,,,,+49,
가온미디어,-118,-95,+1,+1,,,,,,,+191
갤럭시아머니트리,+35,+9,-39,-4,,,,,,-35,+1
경남스틸,+188,-174,,,,,,,,,-11
경남제약,-204,+204,,,,,,,,,
경동제약,-300,+276,+9,+12,,,,,-2,,-64
고려시멘트,-22,+14,,,,,,,,,+4
고려신용정보,+60,+56,-50,,,-50,,,,,-72
고려제약,-215,+124,,,,,,,,,+86
고바이오랩,-140,-201,+275,,+29,,,,+246,,+66
고영,-488,-160,+643,+148,-1,-48,,,+486,+58,
골프존뉴딘홀딩스,-132,-5,+126,-1,,+93,,,,+33,+13
골프존,-93,+390,+146,+75,+68,,,+102,-427,+327,-449
광진윈텍,-13,-7,+17,+14,,,,,,+3,+3
교보10호스팩,,,,,,,,,,,
국보디자인,+37,-34,,,,,,,,,
국영지앤엠,+95,-82,,,,,,,,,-14
국일신동,-155,+180,,,,,,,,,
국전약품,-34,+22,+11,+11,,,,,,,
그리티,-17,+17,,,,,,,,,
그린플러스,-208,-193,+542,-12,,+305,,,,+250,-114
글로벌텍스프리,+14,-14,,,,,,,,,
금강철강,-105,+97,,,,,,,,,
금화피에스시,+138,-135,,,,,,,,,-3
기산텔레콤,+58,-54,,,,,,,,,-4
까스텔바작,+33,-31,,,,,,,,,
나노신소재,+362,-435,+31,+26,,+5,,,,,+42
나노,-96,+69,,,,,,,,,+8
나노캠텍,-15,+14,,,,,,,,,
나노씨엠에스,-74,+153,-29,-29,,,,,,,-51
나노엔텍,-148,+28,+71,+81,,-10,,,,,+39
나라엠앤디,+53,-55,+1,+1,,,,,,,
나무가,+85,+13,-97,,,,,,-97,,
나무기술,-38,+27,+1,+1,,,,,,,+11
나스미디어,+292,-166,-129,,-112,-17,,,,,+2
나이스디앤비,-55,+50,-1,,,,,,,-1,+5
나이스정보통신,+17,+79,-26,-6,,-20,,,,,-70
나인테크,+1990,-80,-1234,-1234,,,,,,,-672
남화산업,+160,+47,-13,-13,,,,,,,-194
남화토건,-249,+279,,,,,,,,,-30
네오리진,-300,+302,,,,,,,,,+1
네오셈,-3,+3,,,,,,,,,
네오오토,-203,+222,-20,-17,,,,,,-4,+1
네오위즈홀딩스,+240,+305,-547,+3,,-168,,,,-382,-22
네오위즈,-80,+145,+57,+77,,+15,,,-143,+109,-116
네오크레마,+22,-25,,,,,,,,,+3
네오티스,+13,-13,,,,,,,,,
네오팜,-39,+103,-70,-22,+79,-26,,,-12,-89,+6
네패스아크,-108,+103,-18,-5,,-13,,,,,+23
네패스,-378,+425,-98,-59,-54,+17,,,+9,-11,+48
넥스턴바이오,-28,+27,,,,,,,,,
넥스트아이,+8,-8,,,,,,,,,
넥스틴,+225,+62,-287,-121,,-82,,,,-83,-1
넥슨지티,-396,+400,+5,+5,,,,,,,+4
노랑풍선,+384,-200,-179,,,-179,,,,,
노바렉스,-217,+536,-541,-110,+58,-532,,+101,+23,-81,+233
노바텍,-7037,+5342,+1520,-21,+64,+248,,,+1013,+215,+225
노터스,+479,-461,,,,,,,,,-53
녹십자랩셀,+1257,-1884,+599,-33,-7,-76,,,+893,-177,+33
녹십자셀,-160,+153,+4,+2,,,,,+5,-3,+2
녹십자웰빙,-37,+37,,,,,,,,,+1
농우바이오,-313,+171,+146,-2,,,,,+97,+50,-1
누리플렉스,+25,-25,,,,,,,,,
뉴보텍,-119,+120,,,,,,,,,
뉴인텍,+244,-277,,,,,,,,,+1
뉴트리,+126,-60,-56,-56,,,,,,,+1
뉴파워프라즈마,-976,+978,-32,-32,,,,,,,-2
다날,+21,-1394,-17,-17,,,,,,,+1341
다나와,+2368,-2147,-229,+120,+44,+15,,,-411,+3,
다믈멀티미디어,+14,-14,,,,,,,,,
다산네트웍스,-134,+131,+1,+1,,,,,,,+2
다우데이타,-42,+115,-75,-72,,,,,+2,-5,+1
다원시스,-66,+380,-283,-45,,-35,,,-195,-8,+1
대동스틸,+468,-472,,,,,,,,,+5
대륙제관,-62,+35,+22,+18,,,,,,+4,+1
대림제지,-42,+23,+26,+22,,,,,,+4,
대명소노시즌,+25,-39,,,,,,,,,+14
대모,-60,+10,+46,,,+46,,,,,
대보마그네틱,+406,-15,-394,-3,,,,,,-390,
대봉엘에스,+198,-192,,,,,,,,,-6
대성미생물,-42,+42,,,,,,,,,
대성창투,-1837,+1866,+8,,,,,,,+8,-30
대성파인텍,+1048,-684,-375,,,-375,,,,,-2
대신밸런스제7호스팩,,,,,,,,,,,
대신밸런스제8호스팩,,,,,,,,,,,
대신밸런스제9호스팩,,,,,,,,,,,
대신정보통신,+227,-227,,,,,,,,,
대아티아이,+1199,-1277,+1,+2,,,,,+4,-5,+51
대양전기공업,-189,+182,-5,,,-1,,,-4,,
대원산업,+80,-96,+15,+16,,-4,-1,,,+4,+1
대원,+14,-3,,,,,,,,,-11
대유에이피,-20,+20,,,,,,,,,
대유,-67,+35,+29,+29,,,,,,,
대정화금,-179,+266,-108,-104,,-4,,,,,+12
대주산업,-414,+462,,,,,,,,,-51
대주전자재료,-941,+488,+247,+10,-1,-4,,,+239,+3,+210
대한과학,+296,-287,,,,,,,,,-33
대한광통신,-177,+87,+2,+2,,,,,,,+84
대한뉴팜,-21,+20,,,,,,,,,
대한약품,-185,+174,,,,,,,,,+2
대화제약,+39,-39,,,,,,,,,
더네이쳐홀딩스,+30,-87,+91,+92,,,,,,,-34
덕산네오룩스,-2602,-346,+2680,+102,+525,+684,,,+528,+841,+158
덕산테코피아,-105,-9,+107,+16,,,,,-108,+199,+14
덕산하이메탈,+964,-927,+5,+7,,-2,,,,,-38
덕신하우징,+258,-119,,,,,,,,,-140
덕우전자,-422,+202,+220,+220,,,,,,,
데이타솔루션,-5,+5,,,,,,,,,
덱스터,+164,-158,+104,+104,,,,,,,-111
덴티스,,,,,,,,,,,
도이치모터스,-340,+67,+738,,+13,+43,,+246,+436,,-399
동구바이오제약,+134,-110,-13,,,,,,,-13,-11
동국S&C,+832,-608,+26,+27,,,,,+2,-3,
동국산업,+2569,-2773,,,,,+7,,,-7,+197
동국알앤에스,+199,-303,,,,,,,,,+102
동국제약,+370,+435,-819,+14,-805,-5,,,-18,-5,+19
동성화인텍,-71,+318,-213,-213,,,,,,,-37
동아엘텍,-3,+110,,,,,,,,,-106
동아화성,-103,+122,+20,+20,,,,,,,-28
동양이엔피,-93,+107,-15,-20,,,+10,,,-5,+1
동양파일,-1022,+695,+230,,,+205,,+5,+5,+15,+84
동우팜투테이블,+43,-65,,,,,,,,,+21
동원개발,+70,+634,-207,+11,,-96,-61,,,-60,-501
동일금속,,,,,,,,,,,+1
동일기연,-38,+29,+9,+7,,,,,,+2,
동진쎄미켐,-1831,+938,+746,+290,+187,-56,,+15,+644,-335,+168
동화기업,-5567,+875,+4612,+167,+237,+1198,,-23,+438,+2595,+29
드림시큐리티,+295,-283,,,,,,,,,
드림씨아이에스,+237,-237,,,,,,,,,
디바이스이엔지,+143,-159,+11,,,,,,,+11,+4
디스플레이텍,-64,+64,,,,,,,,,
디아이티,-39,+127,+13,+13,,,,,,,-32
디알젬,+43,+54,,,,,,,,,-102
디알텍,-58,+58,,,,,,,,,
디앤씨미디어,-1084,+744,+469,+474,-4,,,,,,-19
디에스케이,-26,+26,,,,,,,,,
디에이치피코리아,-103,+116,,,,,,,,,-11
디에이테크놀로지,+88,-95,+6,+6,,,,,,,
디오,+499,-306,-271,+82,+125,-444,,+99,+1,-134,+33
디와이피엔에프,-92,+92,,,,,,,,,
디에이피,+29,-29,,,,,,,,,
디엔에이링크,+328,-339,,,,,,,,,+17
디엔에프,-1826,+382,+1365,+17,+121,+421,,,,+806,+79
디지캡,+778,-382,-41,-24,,-5,,,,-12,-355
디지털대성,+417,+307,,,,,,,,,-723
디지틀조선,+138,-142,,,,,,,,,-1
디케이락,-117,+112,+5,+5,,,,,,,
디케이앤디,-87,+89,,,,,,,,,-2
디케이티,-331,+109,+221,+221,,,,,,,
디티앤씨,+7,-7,,,,,,,,,
딜리,-17,+18,,,,,,,,,
라닉스,-180,+182,,,,,,,,,
라온시큐어,+441,-431,,,,,,,,,+2
라온피플,-483,+444,+13,+4,,-4,,,,+13,+26
라이온켐텍,+253,-249,,,,,,,,,-3
라이프시맨틱스,+3893,-209,-724,-138,,+88,,-621,,-52,-2974
라파스,+934,-883,-105,,,-105,,,,,+57
램테크놀러지,-56,+58,,,,,,,,,
랩지노믹스,+977,+511,-1749,+188,,-245,,+13,-184,-1521,+127
러셀,-39,+52,,,,,,,,,
레고켐바이오,+395,+865,-1009,+68,+54,+179,,+76,-848,-539,-145
레드캡투어,-116,+20,+96,+3,+31,+61,,,,,-2
레몬,+124,+94,,+1,,,,,+2,-2,-239
레이언스,-109,-27,+150,+15,+3,+27,,,+105,,-14
레이크머티리얼즈,-95,+71,,,,,,,,,+1
레이,+1975,-537,-1027,-468,-10,-162,,,,-386,-434
레인보우로보틱스,+50,+3,-58,+8,,-3,,,,-62,+3
로보로보,+22,-22,,,,,,,,,
로보스타,-279,+208,,,,,,,,,+64
로보티즈,-72,+71,,,,,,,,,
로지시스,+28,+56,-81,-81,,,,,,,
로체시스템즈,+58,-58,,,,,,,,,
룽투코리아,-479,+163,-9,-9,,,,,,,+341
리노공업,+1343,-1395,+47,+212,-1,-15,,,-111,-39,+20
리노스,-46,+45,,,,,,,,,+1
리드코프,-60,+222,+38,+5,,,,-17,,+50,-171
리메드,-232,+84,+144,,,,,,+135,+9,
린드먼아시아,-130,+130,,,,,,,,,
링네트,+3,-35,,,,,,,,,+32
링크제니시스,+28,-29,,,,,,,,,
마니커에프앤지,+13,-13,,,,,,,,,
마이크로디지탈,-869,+640,+178,+178,,+113,,,,-113,+24
마이크로컨텍솔,-62,+44,+16,+14,,,,,,+2,+2
마이크로프랜드,-25,+23,,,,,,,,,+2
마크로젠,-75,-38,+145,+3,,,,,+141,,-38
맘스터치,+109,-128,+18,+18,,,,,,,
매일유업,-365,+142,+199,+168,,+38,,,+3,-10,+28
매일홀딩스,-40,+41,,,,,,,,,
매커스,+193,-184,,,,,,,,,-9
머큐리,+89,-89,+1,+1,,,,,,,
멀티캠퍼스,-130,+131,,,,,,,,,-1
메가스터디,+225,-206,+2,+2,,,,,,,-15
메가스터디교육,-3346,+1995,+1332,-206,+850,+259,,+21,+53,+355,+25
메가엠디,-265,+347,-14,,,,,,,-14,-44
메드팩토,+269,-1402,+1095,+3,+4,-81,-1,-3,+1180,-8,+42
메디아나,+133,-90,,,,,,,,,-18
메디포스트,-39,-11,+53,+46,,,,,+7,-1,
메디프론,+3625,+112,,,,,,,,,-3744
메지온,+446,-116,-255,+8,,-207,,,-2,-55,-25
메타바이오메드,-11,+10,,,,,,,,,+3
모다이노칩,-8,+8,,,,,,,,,
모두투어,+157,-115,-71,+36,,-2,,,,-105,+26
모바일리더,-115,+115,,,,,,,,,
모바일어플라이언스,+91,-104,,,,,,,,,+5
모베이스,-241,+242,+4,,,+4,,,,,-4
모베이스전자,-249,+235,,,,,,,,,+14
모비릭스,-60,+60,,,,,,,,,
모비스,+148,-147,,,,,,,,,
모아텍,-24,+17,,,,,,,,,
모헨즈,-807,+811,,,,,,,,,-2
무림SP,-91,+91,,,,,,,,,
미디어젠,+44,+40,,,,,,,,,-27
미래나노텍,-59,+237,-30,-30,,,,,,,-158
미래생명자원,-25,+24,,,,,,,,,
미래에셋대우스팩 5호,+4,,-4,,,,,-4,,,
미래에셋대우스팩3호,,,,,,,,,,,
미래에셋벤처투자,-11,+165,-127,,,-114,,,,-13,-3
미래컴퍼니,+28,+74,-18,+5,,-5,,,,-18,-80
미스터블루,+53,-214,,,,,,,,,+178
미코,-1423,+992,+419,+140,,+279,,,,,+8
미코바이오메드,+1853,+8,-1837,+11,,,,,,-1848,-48
미투온,+322,-208,+5,+5,,,,,,,-117
민앤지,-456,+439,+16,+17,,,,-1,,,
바디텍메드,+1073,-1245,-187,+71,-261,,,,,+3,+414
바이브컴퍼니,+646,-514,-120,,,-181,,,+106,-45,-13
바이오니아,+1539,-1722,,,,,,,,,+156
바이오다인,+2853,-79,-2579,-775,-53,-184,,,,-1568,-137
바이오로그디바이스,-404,+286,,,,,,,,,+96
바이오솔루션,-228,+237,,,,,,,,,
바이오스마트,+31,-19,,,,,,,,,-10
바이오톡스텍,-336,+307,,,,,,,,,+26
바텍,-441,+418,-6,-4,,-3,,,,+2,+8
배럴,-17,+17,,,,,,,,,
백금T&A,+100,-101,,,,,,,,,+1
베뉴지,+389,-184,-226,-104,,-122,,,,,+21
보광산업,-42,+40,,,,,,,,,
보라티알,+80,-79,,,,,,,,,-3
보성파워텍,+1883,-634,-1242,-689,,-199,,,,-355,
본느,-211,+155,+1,+1,,,,,,,+55
부스타,+15,-17,,,,,,,,,
뷰노,+293,-67,-214,-1,,+8,-229,,,+9,-3
뷰웍스,-379,+375,-8,-1,,-11,,,,+3,+12
브랜드엑스코퍼레이션,+77,-39,-44,,,-44,,,,,
브리지텍,+16,-16,,,,,,,,,
브릿지바이오테라퓨틱스,+3,,-1,,,-1,,,,,-5
브이원텍,-423,+281,+133,,,+133,,,,,+9
브이티지엠피,-119,+52,+63,+63,,,,,+2,-3,+1
블루콤,-150,+149,,,,,,,,,
비나텍,+312,-341,+30,+40,-7,,,,,-4,-2
비덴트,-6626,+6503,-44,,,,,,,-44,+173
비비씨,+4,-19,+16,+16,,,,,,,
비씨월드제약,-64,+68,,,,,,,,,
비아트론,-158,+179,,,,,,,,,-17
비올,+82,-11,-71,+2,,-73,,,,,
비에이치,-465,+296,+184,+167,,-10,,,+34,-7,-11
비엠티,+6,-12,,,,,,,,,+7
비즈니스온,+16,-12,-2,,,-2,,,,,
비츠로셀,+774,-761,-14,+31,+2,,,,-45,-3,+1
비츠로테크,-6,+65,,,,,,,,,-55
비트컴퓨터,+146,-164,,,,,,,,,+19
비피도,-83,+75,+5,,,,,+7,,-2,+1
빅솔론,-64,+16,+15,,,,,,,+15,+33
빅텍,+1092,-1079,,,,,,,,,-13
빛샘전자,+24,-19,-5,-4,,,,,,-1,
사람인에이치알,-44,+88,-43,-3,-1,-2,,,-63,+25,-1
삼륭물산,+17,-17,,,,,,,,,
삼목에스폼,-31,+40,-6,+10,,,-8,,,-8,+1
삼보모터스,+35,-33,,,,,,,,,
삼보판지,+112,-97,-15,-16,,,,,,,
삼성스팩2호,,,,,,,,,,,
삼아제약,-13,+13,,,,,,,,,
삼양옵틱스,-30,+26,,,,,,,,,+3
삼영엠텍,-54,+64,,,,,,,,,-10
삼영이엔씨,+8,-8,,,,,,,,,-2
삼일,-46,+50,,,,,,,,,
삼일기업공사,+169,-155,,,,,,,,,-14
삼지전자,-130,+110,+8,+8,,,,,,,+12
삼진,,-1,,,,,,,,,
삼진엘앤디,-115,+114,,,,,,,,,
삼천당제약,-295,+614,-263,+1,-4,-6,,,-236,-18,-29
삼표시멘트,+245,+87,-327,+54,-386,,,,+3,+2,+1
삼현철강,-24,+24,+24,+19,,,,,,+5,-13
삼화네트웍스,+26,-49,+25,-88,+86,,,,+27,,
상상인,-393,+250,-4,-8,,,,,+3,,+152
상상인이안1호스팩,,,,,,,,,,,
상상인이안제2호스팩,,,,,,,,,,,
상신이디피,+124,-142,+2,+2,,,,,,,+1
상신전자,+182,-15,,,,,,,,,-170
상아프론테크,-523,+36,+500,+75,+22,+4,,,+406,-7,-16
새로닉스,+1280,-1295,-25,,,,,,,-25,+23
서린바이오,+62,-71,+9,+9,,,,,,,+7
서부T&D,-208,+212,-8,,,,,,-4,-3,
서산,-104,+107,,,,,,,,,-5
서암기계공업,-20,+18,,,,,,,,,
서울바이오시스,-441,+91,+374,+385,,-2,,,-5,-4,-21
서울반도체,-1729,+632,+1309,+161,,-8,,,+1187,-31,-241
서울옥션,+461,-734,+251,+17,,+752,,,,-518,+21
서울전자통신,+15,-15,,,,,,,,,
서울제약,-28,+23,,,,,,,,,+5
서원인텍,+21,-9,-1,,,-1,,,,,-11
서전기전,+7,+5,+9,+7,,,,,,+2,-21
서진시스템,+47,-91,+194,-213,+17,+263,+72,+100,+9,-54,-155
서한,+311,-365,-11,-7,,,,,,-4,+65
서플러스글로벌,-313,+204,+113,,+34,+78,,,,,+1
석경에이티,+91,-88,,,,,,,,,
선데이토즈,+673,-189,-484,+4,,,,,-140,-348,
선익시스템,+91,+169,-207,,,,,,-207,,-70
선진뷰티사이언스,-10,+10,,,,,,,,,
성광벤드,-343,+373,-34,-3,,-1,,,,-30,+9
성도이엔지,-236,+240,,,,,,,,,-6
성우전자,-13,+12,,,,,,,,,
성우테크론,-77,+77,,,,,,,,,
성우하이텍,+1560,-683,-909,+48,-293,-663,,,,,+25
성창오토텍,+55,-55,,,,,,,,,
성호전자,-83,+88,,,,,,,,,-5
세경하이테크,-2480,+2049,+375,-6,,-29,,+34,,+377,+101
세명전기,+75,-74,,,,,,,,,
세보엠이씨,+55,-55,,,,,,,,,
세운메디칼,+329,-175,,,,,,,,,-99
세종메디칼,+6,-5,+6,,,,,,,+6,
세종텔레콤,-183,+172,,,,,,,,,
세틀뱅크,+1067,-625,,,,,,,,,-440
세화피앤씨,-80,+82,,,,,,,,,
셀레믹스,+149,-147,,,,,,,,,-4
셀리버리,+343,-518,-2,+14,,,,,-4,-11,+136
셀트리온제약,-3048,+2907,+72,+30,-2,-13,,,+111,-54,+61
셀트리온헬스케어,-14324,+3793,+5880,+3748,+50,-45,-4,-1,+1317,+815,+4615
소프트센,-91,+90,,,,,,,,,+1
소프트캠프,+1046,-426,,,,,,,,,-645
손오공,-164,+169,,,,,,,,,
솔본,+113,-17,,,,,,,,,-103
솔브레인,-3655,+1840,+1881,+469,+149,+2834,,+24,+654,-2250,-2
솔브레인홀딩스,-63,+33,+31,+44,,,,,-5,-8,
솔트룩스,+43,-43,,,,,,,,,
쇼박스,+150,-147,,,,,,,,,
슈프리마아이디,-60,+82,,,,,,,,,-22
슈프리마에이치큐,-57,+55,,,,,,,,,
슈프리마,-301,+351,,,,,,,,,-13
슈피겐코리아,-162,+159,-4,+13,-1,-8,,,+1,-9,+6
스튜디오드래곤,+692,-326,-399,+32,-570,+489,,,-88,-262,+7
스페코,+138,-140,,,,,,,,,+6
시공테크,-64,+37,,,,,,,,,+32
시너지이노베이션,-719,+741,,,,,,,,,-13
시노펙스,+287,-307,+18,+18,,,,,,,
시스웍,+320,-141,-69,-1,,-67,,,,,-98
신도기연,+13,-13,,,,,,,,,
신라섬유,+833,-849,,,,,,,,,+1
신신제약,-93,+92,,,,,,,,,
신영스팩6호,,,,,,,,,,,
신일제약,-338,+364,+1,+1,,,,,,,-1
신진에스엠,-37,+79,,,,,,,,,-42
신테카바이오,+90,-35,-163,,,-163,,,,,+103
신한제6호스팩,-21,,+21,-4,,,,,,+25,
신한제7호스팩,,,,,,,,,,,
신화인터텍,-269,+274,,,,,,,,,+1
신흥에스이씨,-37,+102,+98,+34,,,,+50,+2,+11,-161
실리콘웍스,+3174,-923,-2149,+108,-758,-569,,,-215,-714,-34
심텍,+920,-754,-198,-92,-24,-188,,,+105,+1,+62
심텍홀딩스,+8,+8,-16,-14,,,,,,-3,
싸이맥스,-267,+339,-73,-4,-69,,,,,,+23
싸이버원,-44,+40,,,,,,,,,
쌍용정보통신,-116,+116,,,,,,,,,
쎄니트,-41,+40,,,,,,,,,
쎌바이오텍,+131,+18,,,,,,,,,-149
쏠리드,-56,+51,+4,+4,,,,,,,+3
씨아이에스,+213,-289,+96,-3,,,,,+107,-9,-18
씨앤지하이테크,-135,+125,+10,,,,,,,+10,
씨앤투스성진,+1596,+774,+47,+48,,-1,,,,,-2424
씨에스베어링,-645,-104,+745,+271,-5,-103,,,+582,,+9
씨엠에스에듀,+33,-33,-1,-1,,,,,,,+1
씨유메디칼,+38,-33,,,,,,,,,
씨이랩,+20,-21,-2,-2,,,,,,,
씨젠,+16297,-13306,-2532,-562,-2,-1441,,,-367,-160,-454
씨케이에이치,-48,+48,,,,,,,,,
씨큐브,+13,-15,,,,,,,,,+2
씨티케이코스메틱스,+89,-19,-69,-3,,-63,,,,-3,
아나패스,-8,-4,-54,-60,,,,,,+5,+69
아난티,+181,-199,+16,+13,,,,,+10,-7,+1
아모그린텍,+144,-155,,,,,,,,,+12
아모텍,+16,-12,+3,+3,,,,,,,-6
아미노로직스,-18,-19,,,,,,,,,+42
아미코젠,-213,+19,+116,+92,-1,+1,,,+8,+16,+90
아바코,+137,-136,,,,,,,,,
아바텍,+34,-36,,,,,,,,,
아비코전자,-195,+163,,,,,,,,,+33
아세아텍,+151,-151,,,,,,,,,
아시아경제,-81,-88,-7,,,,,,,-7,+177
아시아종묘,-51,+46,,,,,,,,,
아이디스,-23,-15,,,,,,,,,+38
아이디스홀딩스,,-4,,,,,,,,,+3
아이디피,-9,+9,,,,,,,,,
아이센스,-4970,+2464,+2361,+119,+486,+322,,+34,+1163,+237,+139
아이스크림에듀,+46,-43,,,,,,,,,-9
아이쓰리시스템,+14,-5,,,,,,,,,-10
아이씨디,-289,+267,+21,+21,,-3,,,,+3,
아이앤씨,+40,-38,,,,,,,,,-1
아이원스,-898,+588,+317,-84,,+144,,,+241,+15,-6
아이즈비전,+120,-107,,,,,,,,,-14
아이퀘스트,-54,+54,,,,,,,,,
아이텍,+603,-309,-14,,,-14,,,,,-283
아이크래프트,+920,-942,,,,,,,,,+8
아이티센,-53,+54,,,,,,,,,-4
아이티엠반도체,+316,-297,-29,+43,,,,,-66,-5,+9
아주IB투자,+958,-986,,,,,,,,,+19
아즈텍WB,+72,-90,,,,,,,,,+7
아진산업,-79,+89,,,,,,,,,-1
아진엑스텍,-33,+33,,,,,,,,,
아톤,+17,-13,,,,,,,,,+4
아프리카TV,+5855,-4335,-1567,+28,+93,+821,,,-358,-2153,+46
안국약품,-192,+192,,,,,,,,,
안랩,+463,-580,+55,+61,,,,,+1,-7,+57
안트로젠,+230,+2289,-1038,-8,-54,-551,,,+7,-431,+83
알로이스,-204,+241,,,,,,,,,-6
알리코제약,-173,+147,+26,+26,,,,,,,
알서포트,+469,-569,-15,+6,,+6,,,+4,-31,+6
알에스오토메이션,+78,-80,,,,,,,,,
알에프텍,-535,+524,+2,+2,,,,,,,+9
알엔투테크놀로지,+39,-49,+8,+3,,+5,,,,,
알테오젠,+2432,-1993,-565,+14,,,,,-559,-20,+133
압타머사이언스,-28,+26,,,,,,,,,
압타바이오,+1036,-971,-90,+1,,,,,,-91,+24
애니플러스,+283,-57,+87,-4,,+90,,,,,-308
액토즈소프트,-45,+41,+1,+1,,,,,,,
액트,-260,+357,,,,,,,,,-99
액트로,+101,-55,-48,-15,,-15,,,,-18,+2
앤디포스,+1951,+811,+80,,,+80,,,,,-2880
앱코,-1218,+910,+263,+71,,+192,,,,,+48
앱클론,+37,+187,-229,-25,-75,-136,,,,+8,-9
야스,-32,+42,,,,,,,,,-2
양지사,+936,-734,-203,-2,,-201,,,,,-2
어보브반도체,+1324,-1292,-25,,,,,,,-25,-2
얼라인드,-15,+13,,,,,,,,,
에너토크,+2099,-380,-1750,,,-191,,,,-1559,-22
에스넷,+81,-82,,,,,,,,,
에스맥,-2567,+2531,+1,+1,,,,,,,+4
에스씨디,-81,+56,+23,+19,,,,,,+4,
